,Region,Subregion,StationID,Turnout,Percentage
0,город Москва,район Богородское,УИК №850,0.6087321578505458,0.6813793103448276
1,город Москва,район Богородское,УИК №851,0.5804164820558263,0.7114503816793893
2,город Москва,район Богородское,УИК №852,0.5376668101592768,0.7301841473178543
3,город Москва,район Богородское,УИК №853,0.655425219941349,0.7391498881431767
4,город Москва,район Богородское,УИК №854,0.588109495295124,0.722909090909091
5,город Москва,район Богородское,УИК №855,0.6403038427167114,0.7041172365666434
6,город Москва,район Богородское,УИК №856,0.6231343283582089,0.7170658682634731
7,город Москва,район Богородское,УИК №857,0.6041198501872659,0.703657780533168
8,город Москва,район Богородское,УИК №858,0.6006314127861089,0.7233902759526938
9,город Москва,район Богородское,УИК №859,0.605873993368072,0.6645817044566067
10,город Москва,район Богородское,УИК №860,0.5621135469364812,0.69
11,город Москва,район Богородское,УИК №861,0.6039660056657223,0.7082551594746717
12,город Москва,район Богородское,УИК №862,0.5947194719471948,0.7125416204217536
13,город Москва,район Богородское,УИК №863,0.5795504627589246,0.7292775665399239
14,город Москва,район Богородское,УИК №864,0.590782677791021,0.7054472091459314
15,город Москва,район Богородское,УИК №865,0.6161757830762038,0.7169954476479514
16,город Москва,район Богородское,УИК №866,0.5790676416819013,0.7024467245461721
17,город Москва,район Богородское,УИК №867,0.5939878234398782,0.7085201793721974
18,город Москва,район Богородское,УИК №868,0.6546112115732369,0.7081031307550645
19,город Москва,район Богородское,УИК №869,0.6037470725995316,0.6757176105508146
20,город Москва,район Богородское,УИК №870,0.5647149460708782,0.713506139154161
21,город Москва,район Богородское,УИК №871,0.6334219858156028,0.675297410776767
22,город Москва,район Богородское,УИК №872,0.6417013407304669,0.6822766570605188
23,город Москва,район Богородское,УИК №873,0.5753105590062112,0.7348178137651822
24,город Москва,район Богородское,УИК №874,0.5914340712223292,0.7217249796582588
25,город Москва,район Богородское,УИК №875,0.5885643256681169,0.7222808870116156
26,город Москва,район Богородское,УИК №876,0.5942622950819673,0.7103448275862069
27,город Москва,район Богородское,УИК №877,0.5865336658354114,0.673469387755102
28,город Москва,район Богородское,УИК №878,0.6317460317460317,0.7286432160804021
29,город Москва,район Богородское,УИК №879,0.584761045987376,0.7409406322282189
30,город Москва,район Богородское,УИК №880,0.5540194572452637,0.677449168207024
31,город Москва,район Богородское,УИК №881,0.6257928118393234,0.6790540540540541
32,город Москва,район Богородское,УИК №3666,0.990909090909091,0.7431192660550459
33,город Москва,район Вешняки,УИК №882,0.5370544090056285,0.7336244541484717
34,город Москва,район Вешняки,УИК №883,0.5927710843373494,0.7154471544715447
35,город Москва,район Вешняки,УИК №884,0.6108930323846908,0.7261044176706827
36,город Москва,район Вешняки,УИК №885,0.5921658986175116,0.7470817120622568
37,город Москва,район Вешняки,УИК №886,0.5883851248089659,0.7333333333333333
38,город Москва,район Вешняки,УИК №887,0.5546448087431693,0.7060755336617406
39,город Москва,район Вешняки,УИК №888,0.6235606731620903,0.7109375
40,город Москва,район Вешняки,УИК №889,0.5900383141762452,0.6847041847041847
41,город Москва,район Вешняки,УИК №890,0.643467122117848,0.6980756469807564
42,город Москва,район Вешняки,УИК №891,0.639386189258312,0.7026666666666667
43,город Москва,район Вешняки,УИК №892,0.6388621022179364,0.7441509433962264
44,город Москва,район Вешняки,УИК №893,0.6051318602993585,0.7455830388692579
45,город Москва,район Вешняки,УИК №894,0.5964642582628747,0.7248711340206185
46,город Москва,район Вешняки,УИК №895,0.568172224567328,0.7414561664190193
47,город Москва,район Вешняки,УИК №896,0.6333484779645616,0.7977044476327116
48,город Москва,район Вешняки,УИК №897,0.5805815672745195,0.8073005093378608
49,город Москва,район Вешняки,УИК №898,0.5714897260273972,0.802247191011236
50,город Москва,район Вешняки,УИК №899,0.6282287822878229,0.7430249632892805
51,город Москва,район Вешняки,УИК №900,0.6295731707317073,0.7933817594834544
