,Region,Subregion,StationID,Turnout,Percentage
248,Республика Адыгея (Адыгея),Шовгеновская,УИК №248,0.9598278335724534,0.8953662182361734
249,Республика Адыгея (Адыгея),Шовгеновская,УИК №249,0.9516616314199395,0.926984126984127
250,Республика Адыгея (Адыгея),Шовгеновская,УИК №250,0.9722222222222222,0.9
251,Республика Адыгея (Адыгея),Шовгеновская,УИК №251,0.9795918367346939,0.9077380952380952
252,Республика Адыгея (Адыгея),Шовгеновская,УИК №252,0.946875,0.9042904290429042
253,Республика Адыгея (Адыгея),Шовгеновская,УИК №253,0.9910025706940874,0.8404669260700389
254,Республика Адыгея (Адыгея),Шовгеновская,УИК №254,0.9878542510121457,0.8975409836065574
255,Республика Адыгея (Адыгея),Шовгеновская,УИК №255,0.8701298701298701,0.7164179104477612
256,Республика Адыгея (Адыгея),Шовгеновская,УИК №256,0.9965116279069768,0.9200700116686115
257,Республика Адыгея (Адыгея),Шовгеновская,УИК №257,0.9800173761946134,0.7127659574468085
258,Республика Адыгея (Адыгея),Шовгеновская,УИК №258,0.948936170212766,0.9237668161434978
259,Республика Адыгея (Адыгея),Шовгеновская,УИК №259,0.9624277456647399,0.7702702702702703
260,Республика Адыгея (Адыгея),Шовгеновская,УИК №260,0.9974025974025974,0.8658854166666666
261,Республика Адыгея (Адыгея),Шовгеновская,УИК №261,0.989821882951654,0.9113110539845758
262,Республика Адыгея (Адыгея),Шовгеновская,УИК №262,0.9885807504078303,0.8993399339933993
263,Республика Адыгея (Адыгея),Шовгеновская,УИК №263,0.9599406528189911,0.8979907264296755
